TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Campbell,BSth,30,11,96.1,110.1,0.174,48.2,51.6,20.1,20.2,32.7,34.6,30.8,39.2,48.7,52.2,31.2,33.5,66.3,-14.4,,0,2013
Chattanooga,SC,30,11,96.5,110.9,0.1682,46,53.5,20,18.5,33.9,27.8,43,32.6,45.9,51.4,30.8,37.6,67.7,-14.8,,0,2013
"Texas Tech",B12,31,11,99.3,104,0.3703,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,68.2,-9.4,,0,2013
"Eastern Illinois",OVC,31,11,97.3,108.5,0.2229,50.1,54.1,21.3,21.3,30.2,29.8,34.2,37.6,48.7,51.2,35,38.9,60.2,-15.3,,0,2013
DePaul,BE,32,11,105.6,103.2,0.565,47.4,51.5,19.8,21.5,31.7,35.7,31.7,36.2,48.3,50.4,29.9,36.5,72.8,-9.4,,0,2013
Colgate,Pat,32,11,95.8,104.5,0.2684,48,49.1,19.8,15.2,26.2,27,27.6,33,46.1,46.9,34.2,35.5,67.2,-14,,0,2013
"Northern Arizona",BSky,32,11,94.9,107.1,0.1995,48.7,53.2,20.5,20.2,27,30.7,31.4,38.8,48.5,52.2,32.7,36.6,68.5,-14.7,,0,2013
"Texas St.",WAC,33,11,98.9,107.4,0.2782,47.8,51.2,19.3,20.7,26.9,33.7,36.5,37.7,46.7,50.8,33.2,34.8,72.2,-15.7,,0,2013
NJIT,GWC,25,12,93,102,0.2569,45.8,45.1,21.5,21.2,33.8,31.9,41.3,41.7,42.3,42.5,35.8,33.3,67.5,-9.8,,0,2013
Brown,Ivy,27,12,94.3,99.7,0.3458,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34,45.3,45.7,34,37.8,64.4,-10.3,,0,2013
"Sacramento St.",BSky,27,12,94.7,106.3,0.2091,45.8,50.4,17.8,19,30.1,31.2,37.2,27.7,44.1,48.8,33,35.4,63,-11.8,,0,2013
"UT Rio Grande Valley",GWC,28,12,90.5,106.3,0.1346,47.4,49.5,20.8,22,27,35.8,39.4,35.9,44.9,48.6,34.9,34.8,64.1,-12.5,,0,2013
Yale,Ivy,29,12,101.5,103.6,0.4413,46.5,52,22.2,20.4,35,29.8,42.9,40.3,45,49.2,33.2,38.3,64.6,-10.2,,0,2013
"William & Mary",CAA,29,12,106.1,108.5,0.4364,53.6,48.9,20,16.1,28.5,32.4,37.6,30.1,52.2,49.3,37.2,32,63.6,-12.1,,0,2013
"Cal St. Northridge",BW,29,12,101.2,107.3,0.3378,46.6,54.7,19.1,22.2,35.9,31,38.5,39.8,45.7,53.6,33,37.7,71,-11.7,,0,2013
"Cal St. Fullerton",BW,30,12,104.2,108.8,0.3797,53.6,54.1,18.1,22.8,25,37.2,35.5,36.6,51.8,54.8,37.7,35.1,69.9,-13.3,,0,2013
"St. Francis NY",NEC,30,12,101.5,106.6,0.3617,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48,51.3,32.8,33.2,66.5,-13.1,,0,2013
Cornell,Ivy,30,12,98.3,106.6,0.2822,47.4,52.8,19.6,20.6,28.2,28.3,30.7,37.4,46.1,49.8,33.2,38.7,68.2,-11.8,,0,2013
Jacksonville,ASun,30,12,94.2,106.4,0.1987,46.1,50.3,21.5,20.2,33,32,36.3,39.5,45.4,49.6,32,34.5,69.4,-12.9,,0,2013
"South Florida",BE,31,12,99.8,96.9,0.5856,44.6,47.3,17.7,19.6,30.3,34.5,29.2,30.5,43.2,48.5,31.3,29.9,60.4,-6.8,,0,2013
Marshall,CUSA,31,12,100.2,104.4,0.3831,48.1,49.8,22.9,19.2,37.6,36.1,45,38.4,49.1,47.3,30.9,37.1,68.1,-11.4,,0,2013
"Holy Cross",Pat,31,12,97.4,103.5,0.3345,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,,0,2013
"North Florida",ASun,31,12,98.8,106.1,0.3053,50.6,48.3,22.1,18.6,31,38.1,29.7,36.5,50.2,47,34.2,34.9,66.4,-12.1,,0,2013
"Western Carolina",SC,31,12,99.6,107.4,0.2974,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46,50.5,34,32.5,66.5,-13.2,,0,2013
Wofford,SC,31,12,86.5,94.9,0.2543,44.2,47.6,20.3,22.2,25.9,27,27.9,38.3,43.2,48.4,30.7,30.6,63.9,-13.2,,0,2013
"Georgia Southern",SC,31,12,94.6,106.3,0.2071,45.9,49.7,20.1,20.5,30.9,34.4,35.4,37,44.2,50.8,33.1,31.8,62.2,-13.9,,0,2013
"Prairie View A&M",SWAC,31,12,87.1,103.5,0.1209,41.3,46.9,21.6,21.1,38.6,33.4,32.6,43.7,42,46.9,26,31.3,67,-15.1,,0,2013
Buffalo,MAC,32,12,102.5,103.4,0.4761,50.4,47.2,23.7,17.1,35.1,32.5,38.5,36.8,50,46.1,34.2,33.2,65.4,-13.6,,0,2013
"Louisiana Lafayette",SB,32,12,98.4,105.3,0.3135,48.6,48.8,19.6,20.8,29.1,35.2,35.1,43.3,46.9,47.2,34.5,34.9,70.2,-13.9,,0,2013
"Bethune Cookman",MEAC,32,12,96,107.5,0.2134,45.9,51,18.4,22.4,31.3,32.1,39,46.8,45.6,50.9,31,34.1,65.9,-15,,0,2013
Troy,SB,33,12,97.3,107.5,0.2416,45.3,51,16.5,19.1,30.7,33,24.5,36.6,44.5,49.5,31.2,35.8,61.1,-16.6,,0,2013
Arizona,P12,38,33,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41,34.2,50.7,40.2,36.4,32,64.3,9.4,E8,1,2014
Florida,SEC,39,36,115.9,88.4,0.9575,52.2,45.4,17.5,21.3,35.3,28,42.4,31.2,51.3,43.5,35.9,33,63.1,11.7,F4,1,2014
Virginia,ACC,37,30,114.6,89.5,0.9449,50.8,44.2,16.5,18.4,33.9,25.8,42,32.5,49,42.1,36.9,32.3,61.2,8.2,S16,1,2014
"Wichita St.",MVC,35,34,116.4,93,0.9295,52.4,44.7,16.2,18.2,35,26.2,46.9,35.7,52.3,43.6,35,31.1,65.1,8.1,R32,1,2014
Kansas,B12,35,25,119.2,95.6,0.927,54.2,47.1,19.1,16.4,37.3,28.8,48.3,45.5,55.5,44.3,34,35.5,68.2,6.9,R32,2,2014
Michigan,B10,37,28,125,99.9,0.9295,55.7,49.4,14.8,17.1,29.4,30.5,34.9,26.7,52.7,50.2,40.2,31.8,62.6,7.7,E8,2,2014
Villanova,BE,34,29,115.2,92.5,0.926,53.6,46.3,17.3,20,32.6,28.7,44.5,38.6,53.8,43,35.6,35.3,67.6,8.3,R32,2,2014
Wisconsin,B10,38,30,122.7,95.9,0.9441,53.3,47.2,12.7,15.3,28.1,27.4,42.7,27.1,51.3,45.9,37.6,34.1,63.9,7.9,F4,2,2014
Creighton,BE,35,27,125.2,101.9,0.9144,58.9,48.5,15,14.8,27.7,27.8,33.9,33,56.3,47,41.4,34.2,65.4,5.6,R32,3,2014
Duke,ACC,35,26,125.9,98.6,0.9432,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,66.7,6.5,R64,3,2014
"Iowa St.",B12,36,28,118.6,98.8,0.8903,54.2,47.7,14.5,15.9,28.8,28.5,36.4,30.7,54.4,46,35.8,34.1,71.6,7.5,S16,3,2014
Syracuse,ACC,34,28,114.2,92.8,0.9156,48.2,48,14.8,21.9,38.1,31.5,38.2,36.7,47.7,45.5,33.1,34.5,61.5,7.9,R32,3,2014
Louisville,Amer,37,31,118.8,87.6,0.971,53.5,43.9,15.3,25,37.1,32.7,41.2,38.4,52.7,44.3,36.8,28.6,68.8,5.3,S16,4,2014
"Michigan St.",B10,38,29,119.6,95.3,0.9319,54.5,45.8,17.4,17.7,32.9,27.5,33.7,40.3,52.1,43.5,39.2,33.2,66.2,6.9,E8,4,2014
"San Diego St.",MWC,34,29,109.4,90.7,0.896,46.7,44.4,15.2,20.6,36.1,29.4,45.1,32.4,45.1,43.5,34.2,30.8,64,6,S16,4,2014
UCLA,P12,37,28,119,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53,48.6,38,34.4,70.2,4.5,S16,4,2014
Cincinnati,Amer,34,27,108.7,91.5,0.8783,47.7,44.8,17.4,22.4,39.1,32.3,38.7,36,46.6,43.2,33.5,32,63.5,5.3,R64,5,2014
Oklahoma,B12,33,23,118.2,99.4,0.8793,51.7,49.7,15.7,17.8,32.4,30.4,39.4,38.5,48.7,48.8,37.9,34.2,71.6,4.1,R64,5,2014
"Saint Louis",A10,33,26,104.9,90.4,0.8477,49.6,44.4,18.6,21,28.8,29,40.3,35.6,50.5,44.4,31.7,29.6,67.5,3.8,R32,5,2014
VCU,A10,35,26,108.3,89.8,0.8955,47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,45.6,48.8,34.9,30.3,70.8,3.6,R64,5,2014
Baylor,B12,36,24,119.2,99.5,0.8885,51.3,48.7,17.8,15.8,40.1,32,44.8,32.3,48.3,46.4,38,35.6,62.9,3.1,S16,6,2014
Massachusetts,A10,33,24,109,96.9,0.7952,50.4,46.6,18.8,18.7,34.3,31.7,39.2,37.2,49.9,46.8,34.6,30.8,71.8,3.6,R64,6,2014
"North Carolina",ACC,34,24,113.4,94.7,0.8883,49.9,47,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,70.8,4.2,R32,6,2014
"Ohio St.",B10,35,25,108.4,88.5,0.9107,50.3,45.2,17.2,21.9,29.6,29.6,42.3,29.8,51.1,45.9,32.4,29.3,65.4,4.5,R64,6,2014
Connecticut,Amer,40,32,112.5,91.3,0.9171,51.5,44.6,17.3,19.6,30.4,32.8,38.3,35.7,48.1,42.2,38.7,33,64.8,4.7,Champions,7,2014
"New Mexico",MWC,34,27,112.8,95.7,0.8693,51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,51.7,41.1,33.2,34.8,66.2,4.4,R64,7,2014
Oregon,P12,34,24,118.1,100,0.872,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51,49.4,38.9,32.4,69.3,2.6,R32,7,2014
Texas,B12,35,24,112.4,96.7,0.8507,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41,46.9,42.9,32.7,35.2,68.7,3.6,R32,7,2014
Colorado,P12,35,23,106.9,96,0.774,48.3,49.4,19.7,17.8,34,26.1,48.3,30.2,48.6,47.3,31.8,35.6,66.9,2.4,R64,8,2014
Gonzaga,WCC,35,28,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39,31.8,66.5,4,R32,8,2014
Kentucky,SEC,40,29,117.2,96.2,0.9062,49.9,46,18.1,16.1,42,29.7,51.8,36.8,50,44.9,33.2,32.2,65.9,3.9,2ND,8,2014
Memphis,Amer,33,23,112.6,97,0.8479,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33,31,69.5,2.8,R32,8,2014
"Kansas St.",B12,33,20,107.9,92.9,0.8473,48.8,45.3,18.5,19,34.7,33.2,40.3,45.4,48.3,45.9,33.1,29.3,64.8,0.5,R64,9,2014
"Oklahoma St.",B12,34,21,115.6,94.8,0.9067,52.4,46.3,14.7,20,28,32,49.7,41,51.3,45,36.4,32.7,69.2,1.4,R64,9,2014
Pittsburgh,ACC,36,26,117.1,94,0.9261,50.7,46.7,16.3,19.2,37.2,29,44.3,36.4,50.1,45.5,35.1,32.6,63.8,4.1,R32,9,2014
"Arizona St.",P12,33,21,110.3,96.4,0.8252,52.4,46.3,16.3,17,24.5,30.2,42.5,37.3,48.8,45.3,39,32.6,69.3,1.2,R64,10,2014
BYU,WCC,34,22,113.8,100.5,0.8078,50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,49.2,48.2,36.9,33.7,73,0.6,R64,10,2014
"Saint Joseph's",A10,34,24,113.8,97.5,0.8546,53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,52.3,46,37.9,34.2,65.9,2.1,R64,10,2014
Stanford,P12,36,23,111.7,96.5,0.8436,51.3,48,17,17,29.3,28.1,45,37,49.9,45.8,36.4,34.9,67.2,1.1,S16,10,2014
Dayton,A10,37,26,113,99.1,0.8188,52.4,48.8,18.1,18.8,33.9,28.8,40.6,43,50.4,48.3,37.7,33.2,65.4,0.6,E8,11,2014
"George Washington",A10,33,24,110.2,96.8,0.8151,51.5,47.2,19,19.6,35.1,31.4,46.6,33.4,50.2,47.4,36.4,31.2,67.2,3.2,R64,11,2014
Iowa,B10,33,20,121.2,99.2,0.9089,51.1,47.4,15.9,18.8,37.6,29,45.3,35.4,50.6,47.3,35,31.7,70.9,1.2,R68,11,2014
Nebraska,B10,32,19,108.2,95,0.8172,48.3,47.6,16.7,19,25.7,29,42.3,44.9,47.4,47.8,33.3,31.5,66.4,1.3,R64,11,2014
Providence,BE,35,22,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,R64,11,2014
Tennessee,SEC,36,23,118.1,93.4,0.9374,49.8,46.5,16.8,16.9,39.7,27.5,41.8,31.5,50.6,44.5,31.9,34.5,63.1,0.4,S16,11,2014
Harvard,Ivy,31,26,111.9,95.2,0.8641,52.1,46.2,17.6,21.1,32.3,29.3,48.4,36.3,49.7,44.9,38.6,32.7,65.5,2.2,R32,12,2014
"North Carolina St.",ACC,36,22,114.8,101.4,0.8066,50,47.5,15.8,17.4,34.1,35.6,37,42.6,51.5,47.3,30.5,32.1,66.5,0.6,R64,12,2014
"North Dakota St.",Sum,30,23,113.9,103,0.7613,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,64,0.2,R32,12,2014
"Stephen F. Austin",Slnd,33,30,112,101.6,0.7527,52.3,50.5,16.9,23.6,38.2,28.9,39.9,50.7,52.3,50,34.9,34.7,63.5,1.7,R32,12,2014
Xavier,BE,34,21,112,99.5,0.7965,51.7,49.4,18.7,16.9,34.1,28.7,41.6,39.5,51.5,47.4,34.8,35.2,66,1.4,R68,12,2014
Delaware,CAA,35,25,110.7,106,0.6237,50.4,49.4,13.4,16.8,29.1,32.8,43.9,38,49.5,49.6,34.7,32.7,72.3,-1.4,R64,13,2014
Manhattan,MAAC,33,25,106.2,96.4,0.7519,50.7,45.4,19.7,21.7,34.4,33.3,55.5,52.8,48.7,44,36.9,32.7,69.6,-0.5,R64,13,2014
"New Mexico St.",WAC,35,25,111.6,102,0.7385,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,52.9,42.7,36.1,33.2,67.1,-2.3,R64,13,2014
Tulsa,CUSA,34,21,105.6,95.8,0.7537,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,49.2,43.2,32.7,35.2,68.4,-3.6,R64,13,2014
"Louisiana Lafayette",SB,32,20,110.5,104.5,0.6557,51.5,50.4,18.8,18.5,36.5,31.8,44.3,44,49.6,50.6,37.1,33.2,70,-3.8,R64,14,2014
Mercer,ASun,33,24,109.6,101.8,0.6993,54,46.8,17.5,19,32,31.1,37.3,41,51.6,46.9,38.8,31,65.2,-2.8,R32,14,2014
"North Carolina Central",MEAC,32,26,107.9,100.2,0.7018,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31,64.1,-0.6,R64,14,2014
"Western Michigan",MAC,32,22,104.7,102.5,0.5605,52,47.6,20.9,18.5,31,32,51.4,34.7,53.7,47.8,32.6,31.5,67,-2.9,R64,14,2014
American,Pat,33,20,101.8,97.7,0.6178,55.8,46.4,23.1,19.6,26.5,29.7,35,40.7,55.1,45.7,37.9,31.9,61.4,-5.5,R64,15,2014
"Eastern Kentucky",OVC,32,22,112.1,107.5,0.6177,56.7,55.7,15.8,24.2,23,34,43.2,54.9,55.7,56.7,38.6,35.8,66,-3.3,R64,15,2014
Milwaukee,Horz,34,20,104.3,103.9,0.5123,49.1,49.1,19.9,18.5,28.6,31.2,44.7,36.5,49.1,50.4,32.7,31,67.8,-6.1,R64,15,2014
Wofford,SC,30,17,99.7,102.2,0.4275,48.8,49.5,16.4,19.7,30.9,29,33,39.4,47.4,49.6,34.6,32.9,62.1,-6.5,R64,15,2014
Albany,AE,34,19,102.8,103.1,0.49,48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,47,46,36,34.9,63.2,-8.6,R64,16,2014
"Cal Poly",BW,32,12,102,104.4,0.4356,46,49.3,14.7,18.1,30.9,33.2,33.2,42.9,44.2,48.6,33,33.8,60.4,-10.7,R64,16,2014
"Coastal Carolina",BSth,31,18,98.3,102,0.3946,48,47.5,20.2,18.3,34.2,29.3,38.6,39.6,47.6,46.7,32.6,32.4,67.5,-7.7,R64,16,2014
"Mount St. Mary's",NEC,33,16,107.1,111,0.3986,51.5,53.5,16.7,18.8,27.8,33,36.7,34.5,50.2,54.6,35.5,33.4,69.9,-9.4,R68,16,2014
"Texas Southern",SWAC,33,18,106.1,112.9,0.3293,51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,50.7,48.9,35.8,35.6,67.6,-9.7,R68,16,2014
"Weber St.",BSky,29,17,106,106.6,0.4831,54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,51.1,47,39.4,33.7,64.3,-6.9,R64,16,2014
"Abilene Christian",Slnd,21,2,95.1,116.4,0.0889,47.2,56.4,22.3,18,24.9,33.8,42.3,48.3,42.3,56.8,37.3,37.1,64.9,-14.1,,0,2014
"Air Force",MWC,28,10,98.9,104.9,0.336,49.5,50.9,20.5,17.8,26.4,30.2,37.1,43.9,49.6,51.1,32.9,33.7,65.5,-10.7,,0,2014
Akron,MAC,34,21,105,101.7,0.5896,50.3,47.9,19.8,19.5,34.8,32.4,40.4,36.1,49.3,47.1,34.6,33.5,65.7,-4.7,,0,2014
Alabama,SEC,31,12,108.3,98,0.7585,49.4,47,18.3,19.3,30,34.5,44,41.3,49.1,47.5,33.3,30.7,63.7,-6.1,,0,2014
"Alabama A&M",SWAC,28,12,91.6,105,0.1731,46.3,45.2,19.8,20.2,27.6,34.2,41.5,54.6,45,44.5,32.3,31.4,65.8,-12.4,,0,2014
"Alabama St.",SWAC,29,16,95.1,111.7,0.1352,45.5,49.7,17.6,21.4,33.3,34.7,40.7,40,47.2,50.9,28,31.4,67.5,-9.4,,0,2014
"Alcorn St.",SWAC,28,9,93.2,110,0.1289,45.2,49.5,17.8,19.1,28.6,34.5,41.4,41.4,45.2,48.2,30.1,34.8,63.8,-14.9,,0,2014
"Appalachian St.",SC,26,5,91.3,109.9,0.1057,44.2,52.7,18.7,18.9,33.4,31.3,41.1,43.1,44.3,51.6,29.4,37.1,66.3,-16.5,,0,2014
Arkansas,SEC,34,22,110.6,96.4,0.8303,50.1,46.2,15.7,23.2,31.8,36.6,40.2,43,48,43.6,36.2,34.6,72.8,0.1,,0,2014
"Arkansas Little Rock",SB,30,13,100,105.4,0.3522,46,49.9,19,18.3,31.3,30.4,41.5,50.2,45.8,48.3,31.1,34.9,68.4,-9.4,,0,2014
"Arkansas Pine Bluff",SWAC,29,11,92.3,107.1,0.1531,47,54,22.3,23.9,29.2,33.4,41.1,50.7,44.7,53.3,34.1,36.8,66.7,-12,,0,2014
"Arkansas St.",SB,30,17,105.9,104.5,0.5385,52.3,48.4,17.7,18.2,26.9,31.5,42.4,36.1,48.3,48.3,38.6,32.5,68.5,-7.3,,0,2014
Army,Pat,30,14,104.7,109.7,0.369,51.1,52.4,18.9,19.9,32,33.5,32.6,35.3,51.4,49.7,33.8,39,68.9,-10.6,,0,2014
Auburn,SEC,30,14,110.5,103.9,0.6706,48.9,49.8,17.9,18.8,31.7,33.1,44.1,48.7,50,45.4,31,38.7,67.9,-5.4,,0,2014
"Austin Peay",OVC,28,10,100.6,110.4,0.2559,52.6,53.3,21.4,19.9,29.6,35.1,49.3,34.9,53.5,52.7,33.5,36.2,70.9,-13.8,,0,2014
"Ball St.",MAC,28,3,96.7,108.3,0.2137,46.6,51.5,25,16.3,34,30.4,42.6,45.4,46.3,52.3,31.5,33.1,67.4,-17.9,,0,2014
Belmont,OVC,35,25,113.4,105.4,0.6977,57.6,52,18.6,20.5,28.2,33.3,41.2,42.9,56.9,52.1,39,34.5,69.3,-2,,0,2014
"Bethune Cookman",MEAC,30,5,96.1,117.1,0.0929,45.7,51.7,19.7,19.7,31.8,38.7,34.1,53.4,41.3,51.1,35.8,35.3,62.4,-20.5,,0,2014
Binghamton,AE,30,7,92.3,109.6,0.1225,43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,41.5,49.6,32,38.5,66.2,-18,,0,2014
"Boise St.",MWC,31,18,114.3,103.7,0.7546,51.2,51.3,15,17,32.1,26.4,36.6,42.3,49.8,50.4,35.9,35.3,65.5,-3.3,,0,2014
"Boston College",ACC,31,7,114.5,109.8,0.618,52.1,52.1,17.4,15,27.1,35.1,44.5,41.5,51.7,50.3,35.1,37.9,63.2,-10,,0,2014
"Boston University",Pat,35,24,107,101.4,0.649,52.3,49.8,17.6,20.4,28.1,29.8,29.9,31.5,50.9,48.2,36.3,35.4,66.8,-2.6,,0,2014
"Bowling Green",MAC,31,11,92,97.1,0.3495,45.5,47.3,22.1,20.5,30.4,31.2,36.3,38.5,46.4,44.3,28.3,35.6,66.6,-12.7,,0,2014
Bradley,MVC,32,12,100,103.3,0.4081,46.4,50,18.7,20.2,32.3,31.1,36.5,43.4,45.7,50.7,32.2,32.6,64.5,-12.6,,0,2014
Brown,Ivy,28,14,100.1,100.2,0.4944,48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,44.7,44.1,37.7,30.6,70.3,-7.6,,0,2014
Bryant,NEC,31,17,104.7,108.4,0.4008,52.5,50,18.1,18,29,34,37.1,32.8,53.8,47.5,33.2,36.4,67.6,-8.2,,0,2014
Bucknell,Pat,30,16,102.7,101.2,0.5434,48.9,47.9,16.8,14.4,29,24.4,31.7,31.8,44.6,46.5,39,33.9,64.7,-7.9,,0,2014
Buffalo,MAC,28,18,110.1,103.6,0.6667,50.2,47.1,18.5,19.2,35.1,31.4,41.8,36.3,50,47.6,33.7,30.6,68.1,-5,,0,2014
Butler,BE,30,13,105.9,98.3,0.7022,47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,47.3,51.4,31.4,31.4,63.8,-5.6,,0,2014
"Cal St. Bakersfield",WAC,31,12,100,105.8,0.343,49.5,49,21,19,34.3,31.5,38.7,52.5,45.4,50,38.6,31.4,65.4,-14.3,,0,2014
"Cal St. Fullerton",BW,31,11,99.9,108,0.2907,48.1,50.7,17.8,17,29.1,29.1,38.1,45.9,47.3,50.6,33.1,34,67.3,-13.8,,0,2014
"Cal St. Northridge",BW,33,15,105.1,111.7,0.3323,48.9,52.1,18.2,17.3,33,31.2,48.8,41.9,47.3,52.3,36.4,34.6,68.9,-12.3,,0,2014
California,P12,35,21,110.9,99.8,0.7717,50.7,46.9,15.1,15,29.5,29.8,35.6,33.7,50.2,44.3,34.5,35.3,66.4,-0.6,,0,2014
Campbell,BSth,28,9,97.3,114.5,0.1336,51.3,52,20.3,16,31,36.2,27.4,37,50.2,51.7,35.1,35.1,63.8,-14.8,,0,2014
Canisius,MAAC,33,21,111.8,109,0.5713,52.7,50.9,16.5,19.6,31.8,36.3,38,35.3,49.9,51.4,38.6,33.4,67,-4,,0,2014
"Central Arkansas",Slnd,27,6,95.5,112.4,0.133,49.3,52,20.3,19.2,28,37.8,38.2,49,46.9,52,36.7,34.5,72.2,-16.5,,0,2014
"Central Connecticut",NEC,29,10,97.2,111.1,0.1759,48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,47.3,48.8,33.5,36.6,70.2,-14.6,,0,2014
"Central Michigan",MAC,29,8,106.1,116.8,0.2493,49.3,57,16.5,19.5,29,32.1,37.1,39.7,50.8,58.3,31.6,36.5,65.6,-15.8,,0,2014
"Charleston Southern",BSth,27,9,105.6,109.7,0.391,51.3,51.9,16.1,16.9,29.9,29.6,34.8,38.3,48.3,47.4,37,40.2,67.5,-12.7,,0,2014
Charlotte,CUSA,31,17,102,102.4,0.4892,49.7,49.2,21,17.4,33.8,29.7,39.5,36.1,48.2,49.2,35.6,32.8,69.6,-6.9,,0,2014
Chattanooga,SC,30,15,99.9,109.8,0.2511,47.4,51.5,18.9,17.9,34.1,32.4,44.6,36.1,46.7,51.7,32.5,34,68.8,-9.7,,0,2014
"Chicago St.",WAC,30,11,97.4,109,0.215,46.8,52.5,17.1,22.1,27,37,33.8,53.6,45.1,52.1,33.3,35.5,69.5,-12.6,,0,2014
Clemson,ACC,36,23,106.7,93.9,0.8116,47.4,43.9,18.2,17.3,33.8,32.5,36.1,28.6,47.9,44.3,31,28.5,60,0.2,,0,2014
"Cleveland St.",Horz,31,19,109.3,102.3,0.6813,52.7,47.8,19.3,19.3,31.9,31.5,37.5,44.3,48.8,46.6,40.2,33.4,64.4,-4.2,,0,2014
Colgate,Pat,30,12,108.6,108.4,0.5041,56.4,50.6,18.1,16.2,23.6,28.6,28.1,34.8,54,50.6,40.1,33.8,64.2,-12.1,,0,2014
"College of Charleston",CAA,31,13,98.7,99.3,0.4826,47.3,45.5,20.3,15.1,34.8,27.9,34.4,43.1,44.9,43.4,34.5,34.2,62.6,-11.6,,0,2014
"Colorado St.",MWC,30,14,110,107.5,0.5663,46.2,51.5,14.1,16.8,34.7,27.7,47.6,37.4,45.7,48.4,31.6,38.2,66.7,-7.7,,0,2014
Columbia,Ivy,33,20,106.9,103.3,0.5989,52.5,47.5,19.2,16.8,26.5,25.3,44,41.2,48.5,45.7,38.6,35,61.7,-5.5,,0,2014
"Coppin St.",MEAC,31,11,99.5,112.7,0.1924,45.3,53.1,17.2,19.3,30.2,36.8,40.2,35.8,43.1,53.1,32.4,35.4,68.1,-13.8,,0,2014
Cornell,Ivy,27,1,101.2,119.4,0.1297,46.7,56.8,18.2,15.5,28.1,32.7,28.2,47,46.5,54.4,31.4,41,66.1,-18.5,,0,2014
Dartmouth,Ivy,26,10,102,109.9,0.2987,49.2,51.8,18.8,19.6,31.6,27.2,36.3,49.9,45.7,49.6,38.1,37.4,64.2,-10.4,,0,2014
Davidson,SC,32,19,113.1,107.2,0.6488,54.7,51.7,16.6,17.7,29.1,28.6,38.4,45.5,53.5,51,37.8,36,67.9,-5.3,,0,2014
"Delaware St.",MEAC,28,7,97.3,112.9,0.1523,46.3,49.5,19.5,18.1,29,35.7,38.7,41.1,45.8,51.5,31.6,30.7,59.9,-15.7,,0,2014
Denver,Sum,30,15,110.2,108.9,0.5358,54.3,52.6,16.6,21,24.8,33.4,34.7,49.2,51.8,53.4,38.4,33.8,59.4,-7.6,,0,2014
DePaul,BE,33,12,105.3,106.5,0.4664,47.6,53.9,19.7,19.1,33.8,32,42,46.7,46.3,52.9,33.6,37.4,67.6,-7.6,,0,2014
Detroit,Horz,30,11,100.7,103.5,0.4216,45.8,50.1,18.5,19.5,32.6,30.5,38.5,50.3,45.7,47.9,30.8,36.1,68,-11.8,,0,2014
Drake,MVC,30,14,104.2,105.8,0.4556,52.1,51.2,18.8,16.9,26.8,27.1,38.2,38.6,47.4,50.9,39.7,34.5,64.7,-8.3,,0,2014
Drexel,CAA,30,16,103.9,101.5,0.5666,46.6,47.2,12.9,17.1,28.9,29.7,39.2,46.6,46.4,47.6,31.4,30.8,64.1,-6.4,,0,2014
Duquesne,A10,30,13,109.9,108.1,0.5468,50.6,53.3,16.2,17.6,29.9,28.9,42.2,33.6,48.5,49.6,36.3,39.3,68.5,-8,,0,2014
